Idno,Year,Month,FIPS,Locality,HouseholdsServed,IndividualsServed,PoundsFoodDistributed,childserevedNFNP,PoundsfoodNFNP,Latitude,Longitude,MTWStatus,Geopoint
2363,2020,January,61.0,Fauquier County,805.0,1858.0,32621.63,0.0,0.0,38.7441032,-77.8215847,Matching and updated,POINT (-77.8215847 38.7441032)
2364,2020,December,147.0,Prince Edward County,1218.0,2119.0,36980.0,0.0,0.0,37.2248813,-78.4329574,Matching and updated,POINT (-78.4329574 37.2248813)
2365,2019,June,36.0,Charles City County,297.0,788.0,12836.0,0.0,0.0,37.3610537,-77.05417,Matching and updated,POINT (-77.05417 37.3610537)
2366,2020,May,620.0,Franklin City,324.0,805.0,84084.0,100.0,678.0,36.6840142,-76.9413956,Matching and updated,POINT (-76.9413956 36.6840142)
2367,2020,August,153.0,Prince William County,908.0,2971.0,470563.044634804,0.0,24378.0,38.7011187,-77.4795791,Matching and updated,POINT (-77.4795791 38.7011187)
2368,2020,May,101.0,King William County,3.0,8.0,74688.0,0.0,0.0,37.7082604,-77.0910539,Matching and updated,POINT (-77.0910539 37.7082604)
2369,2019,June,770.0,Roanoke City,5417.0,24347.0,392379.08,628.0,150.0,37.2778301,-79.9584716,Matching and updated,POINT (-79.9584716 37.2778301)
2370,2020,November,57.0,Essex County,359.0,772.0,26327.0,0.0,0.0,37.9394802,-76.9418713,Matching and updated,POINT (-76.9418713 37.9394802)
2371,2019,March,650.0,Hampton City,1622.0,1895.0,227421.0,410.0,10546.0,37.0480303,-76.2971486,Matching and updated,POINT (-76.2971486 37.0480303)
2372,2021,May,75.0,Goochland County,91.0,361.0,99920.0,0.0,0.0,37.7241655,-77.9142733,Matching and updated,POINT (-77.9142733 37.7241655)
2373,2019,October,131.0,Northampton County,316.0,699.0,13015.0,95.0,1394.0,37.3026286,-75.9238683,Matching and updated,POINT (-75.9238683 37.3026286)
2374,2020,June,101.0,King William County,2.0,4.0,74688.0,0.0,0.0,37.7082604,-77.0910539,Matching and updated,POINT (-77.0910539 37.7082604)
2375,2019,June,27.0,Buchanan County,1346.0,3148.0,67238.25,0.0,0.0,37.2681198,-82.0381508,Matching and updated,POINT (-82.0381508 37.2681198)
2376,2020,July,51.0,Dickenson County,697.0,1450.0,15702.0,0.0,0.0,37.137081,-82.3492083,Matching and updated,POINT (-82.3492083 37.137081)
2377,2019,October,61.0,Fauquier County,3.0,7.0,74688.0,0.0,0.0,38.7441032,-77.8215847,Matching and updated,POINT (-77.8215847 38.7441032)
2378,2019,February,113.0,Madison County,240.0,574.0,21064.61,0.0,0.0,38.4120586,-78.2769613,Matching and updated,POINT (-78.2769613 38.4120586)
2379,2019,February,69.0,Frederick County,2058.0,4086.0,55187.9,0.0,0.0,39.203637,-78.2639164,Matching and updated,POINT (-78.2639164 39.203637)
2380,2019,December,735.0,Poquoson City,95.0,329.0,11965.0,0.0,0.0,37.1283599,-76.3035337,Matching and updated,POINT (-76.3035337 37.1283599)
2381,2019,May,680.0,Lynchburg City,2891.0,6287.0,180407.44,2468.0,16352.0,37.3990161,-79.1954582,Matching and updated,POINT (-79.1954582 37.3990161)
2382,2021,August,45.0,Craig County,232.0,234.0,4801.0,0.0,296.0,37.4731287,-80.231734,Matching and updated,POINT (-80.231734 37.4731287)
2383,2020,January,145.0,Powhatan County,176.0,437.0,111372.0,0.0,0.0,37.5494041,-77.9128553,Matching and updated,POINT (-77.9128553 37.5494041)
2384,2021,January,23.0,Botetourt County,140.0,480.0,10176.38,15.0,0.0,37.553193,-79.8053176,Matching and updated,POINT (-79.8053176 37.553193)
2385,2020,May,670.0,Hopewell City,107.0,246.0,30951.0,0.0,0.0,37.2910098,-77.2989443,Matching and updated,POINT (-77.2989443 37.2910098)
2386,2020,November,185.0,Tazewell County,1960.0,4385.0,56548.95,0.0,536.0,37.1253949,-81.5629237,Matching and updated,POINT (-81.5629237 37.1253949)
2387,2021,May,23.0,Botetourt County,109.0,371.0,8840.81,0.0,816.0,37.553193,-79.8053176,Matching and updated,POINT (-79.8053176 37.553193)
2388,2019,July,111.0,Lunenburg County,432.0,2656.0,91195.0,0.0,0.0,36.9457567,-78.242313,Matching and updated,POINT (-78.242313 36.9457567)
2389,2020,April,570.0,Colonial Heights City,96.0,221.0,38896.0,0.0,0.0,37.2616846,-77.3968043,Matching and updated,POINT (-77.3968043 37.2616846)
2390,2020,September,157.0,Rappahannock County,303.0,654.0,16139.37,0.0,0.0,38.6845215,-78.1688241,Matching and updated,POINT (-78.1688241 38.6845215)
2391,2020,June,750.0,Radford City,647.0,1763.0,18952.5,0.0,0.0,37.120036,-80.5570481,Matching and updated,POINT (-80.5570481 37.120036)
2392,2021,January,71.0,Giles County,225.0,307.0,13627.0,0.0,0.0,37.3119298,-80.7171778,Matching and updated,POINT (-80.7171778 37.3119298)
2393,2021,May,31.0,Campbell County,906.0,2015.0,101905.52,0.0,0.0,37.210151,-79.0954285,Matching and updated,POINT (-79.0954285 37.210151)
2394,2019,April,530.0,Buena Vista City,917.0,1763.0,24928.63,0.0,0.0,37.7316634,-79.3563746,Matching and updated,POINT (-79.3563746 37.7316634)
2395,2019,December,83.0,Halifax County,402.0,1227.0,21077.0,0.0,0.0,36.766461,-78.9396142,Matching and updated,POINT (-78.9396142 36.766461)
2396,2020,February,65.0,Fluvanna County,398.0,804.0,20031.45,134.0,4065.0,37.8305761,-78.2844345,Matching and updated,POINT (-78.2844345 37.8305761)
2397,2019,May,143.0,Pittsylvania County,568.0,1427.0,26674.39,0.0,0.0,36.8217206,-79.3985019,Matching and updated,POINT (-79.3985019 36.8217206)
2398,2020,September,143.0,Pittsylvania County,579.0,1429.0,32197.3,0.0,0.0,36.8217206,-79.3985019,Matching and updated,POINT (-79.3985019 36.8217206)
2399,2020,December,97.0,King and Queen,908.0,2971.0,93918.0,0.0,0.0,37.7143698,-76.901863,Non-matching,POINT (-76.901863 37.7143698)
2400,2019,May,9.0,Amherst County,1131.0,2353.0,125046.93,636.0,0.0,37.6303621,-79.1478477,Matching and updated,POINT (-79.1478477 37.6303621)
2401,2019,March,191.0,Washington County,1506.0,4277.0,77346.1,117.0,934.0,36.7478314,-81.9503155,Matching and updated,POINT (-81.9503155 36.7478314)
2402,2019,September,33.0,Caroline County,726.0,1888.0,33123.0,1250.0,1509.0,38.0303193,-77.3523482,Matching and updated,POINT (-77.3523482 38.0303193)
2403,2021,September,161.0,Roanoke County,908.0,2971.0,17110.95,0.0,2325.0,37.3310768,-80.1901101,Matching and updated,POINT (-80.1901101 37.3310768)
2404,2020,February,760.0,Richmond City,2.0,4.0,74688.0,0.0,0.0,37.531399,-77.4760085,Matching and updated,POINT (-77.4760085 37.531399)
2405,2019,March,67.0,Franklin County,758.0,2275.0,46862.75,0.0,0.0,36.9923498,-79.8839586,Matching and updated,POINT (-79.8839586 36.9923498)
2406,2019,June,730.0,Petersburg City,0.0,3808.0,0.0,0.0,0.0,37.2047302,-77.3923681,Matching and updated,POINT (-77.3923681 37.2047302)
2407,2019,December,59.0,Fairfax County,908.0,2971.0,544389.482465753,0.0,46552.0,38.8337425,-77.2761174,Matching and updated,POINT (-77.2761174 38.8337425)
2408,2020,May,67.0,Franklin County,677.0,1861.0,37538.6,0.0,0.0,36.9923498,-79.8839586,Matching and updated,POINT (-79.8839586 36.9923498)
2409,2020,July,167.0,Russell County,622.0,1469.0,38276.33,0.0,0.0,36.9334198,-82.0959342,Matching and updated,POINT (-82.0959342 36.9334198)
2410,2020,March,41.0,Chesterfield County,2252.0,8635.0,268025.0,0.0,0.0,37.3784338,-77.5858474,Matching and updated,POINT (-77.5858474 37.3784338)
2411,2019,January,31.0,Campbell County,821.0,1670.0,102514.81,130.0,7094.0,37.210151,-79.0954285,Matching and updated,POINT (-79.0954285 37.210151)
2412,2019,June,95.0,James City County,174.0,508.0,135519.0,52.0,0.0,37.3244273,-76.7783194,Matching and updated,POINT (-76.7783194 37.3244273)
2413,2019,August,3.0,Albemarle County,2486.0,6370.0,187384.64,0.0,0.0,38.0241841,-78.5535056,Matching and updated,POINT (-78.5535056 38.0241841)
2414,2021,March,193.0,Westmoreland County,336.0,853.0,8028.0,0.0,0.0,38.109238,-76.8040731,Matching and updated,POINT (-76.8040731 38.109238)
2415,2021,April,15.0,Augusta County,1385.0,3148.0,141942.14,62.0,1083.0,38.1678073,-79.1466816,Matching and updated,POINT (-79.1466816 38.1678073)
2416,2020,July,670.0,Hopewell City,0.0,959.0,0.0,0.0,0.0,37.2910098,-77.2989443,Matching and updated,POINT (-77.2989443 37.2910098)
2417,2021,February,191.0,Washington County,1191.0,4615.0,79058.05,168.0,0.0,36.7478314,-81.9503155,Matching and updated,POINT (-81.9503155 36.7478314)
2418,2020,May,580.0,Covington City,250.0,4351.0,30491.0,0.0,0.0,37.7781426,-79.986039,Matching and updated,POINT (-79.986039 37.7781426)
2419,2019,June,107.0,Loudoun County,908.0,2971.0,8038.0,0.0,0.0,39.0811303,-77.6388572,Matching and updated,POINT (-77.6388572 39.0811303)
2420,2019,July,740.0,Portsmouth City,2274.0,7211.0,123217.0,0.0,0.0,36.8594298,-76.3562686,Matching and updated,POINT (-76.3562686 36.8594298)
2421,2019,April,193.0,Westmoreland County,72.0,195.0,1237.0,0.0,0.0,38.109238,-76.8040731,Matching and updated,POINT (-76.8040731 38.109238)
2422,2020,December,670.0,Hopewell City,0.0,1096.0,0.0,0.0,0.0,37.2910098,-77.2989443,Matching and updated,POINT (-77.2989443 37.2910098)
2423,2019,May,75.0,Goochland County,49.0,922.0,38754.0,0.0,0.0,37.7241655,-77.9142733,Matching and updated,POINT (-77.9142733 37.7241655)
2424,2020,February,125.0,Nelson County,594.0,1199.0,38254.72,0.0,0.0,37.7900492,-78.8793535,Matching and updated,POINT (-78.8793535 37.7900492)
2425,2019,October,163.0,Rockbridge County,5623.0,7121.0,14064.56,0.0,0.0,37.8145174,-79.4477537,Matching and updated,POINT (-79.4477537 37.8145174)
2426,2020,December,155.0,Pulaski County,959.0,5103.0,22984.63,200.0,0.0,37.0633853,-80.7134439,Matching and updated,POINT (-80.7134439 37.0633853)
2427,2019,February,173.0,Smyth County,1556.0,4983.0,96595.85,373.0,12890.0,36.8423183,-81.5397861,Matching and updated,POINT (-81.5397861 36.8423183)
2428,2019,October,111.0,Lunenburg County,572.0,2318.0,68074.0,0.0,0.0,36.9457567,-78.242313,Matching and updated,POINT (-78.242313 36.9457567)
2429,2019,July,61.0,Fauquier County,828.0,1491.0,53069.79,0.0,0.0,38.7441032,-77.8215847,Matching and updated,POINT (-77.8215847 38.7441032)
2430,2020,December,105.0,Lee County,439.0,1246.0,27099.69,0.0,0.0,36.7017206,-83.1301117,Matching and updated,POINT (-83.1301117 36.7017206)
2431,2020,March,97.0,King and Queen County,123.0,324.0,189375.0,0.0,0.0,37.7143698,-76.901863,Matching and updated,POINT (-76.901863 37.7143698)
2432,2019,December,93.0,Isle of Wight County,1621.0,3724.0,47245.0,60.0,851.0,36.9014184,-76.7075688,Matching and updated,POINT (-76.7075688 36.9014184)
2433,2021,April,5.0,Alleghany County,113.0,303.0,25749.1,0.0,0.0,37.7879048,-80.008669,Matching and updated,POINT (-80.008669 37.7879048)
2434,2020,August,163.0,Rockbridge County,367.0,805.0,9081.0,0.0,0.0,37.8145174,-79.4477537,Matching and updated,POINT (-79.4477537 37.8145174)
2435,2019,April,570.0,Colonial Heights City,0.0,1876.0,0.0,0.0,0.0,37.2616846,-77.3968043,Matching and updated,POINT (-77.3968043 37.2616846)
2436,2020,March,770.0,Roanoke City,5370.0,24608.0,438534.29,476.0,3211.0,37.2778301,-79.9584716,Matching and updated,POINT (-79.9584716 37.2778301)
2437,2019,October,570.0,Colonial Heights City,83.0,202.0,55504.0,0.0,0.0,37.2616846,-77.3968043,Matching and updated,POINT (-77.3968043 37.2616846)
2438,2020,July,65.0,Fluvanna County,467.0,907.0,38724.68,0.0,1569.0,37.8305761,-78.2844345,Matching and updated,POINT (-78.2844345 37.8305761)
2439,2019,April,87.0,Henrico County,8.0,18.0,74688.0,0.0,0.0,37.4375205,-77.300333,Matching and updated,POINT (-77.300333 37.4375205)
2440,2019,July,93.0,Isle of Wight County,1309.0,2997.0,49416.0,0.0,0.0,36.9014184,-76.7075688,Matching and updated,POINT (-76.7075688 36.9014184)
2441,2019,September,840.0,Winchester City,3072.0,8300.0,133587.62,160.0,1962.0,39.1738688,-78.1763562,Matching and updated,POINT (-78.1763562 39.1738688)
2442,2020,May,83.0,Halifax County,401.0,929.0,22962.0,0.0,0.0,36.766461,-78.9396142,Matching and updated,POINT (-78.9396142 36.766461)
2443,2020,March,85.0,Hanover County,52.0,143.0,74688.0,0.0,0.0,37.7601655,-77.4909916,Matching and updated,POINT (-77.4909916 37.7601655)
2444,2020,January,97.0,King and Queen County,28.0,40.0,74688.0,0.0,0.0,37.7143698,-76.901863,Matching and updated,POINT (-76.901863 37.7143698)
2445,2020,August,15.0,Augusta County,2140.0,5292.0,227209.72,2096.0,10785.0,38.1678073,-79.1466816,Matching and updated,POINT (-79.1466816 38.1678073)
2446,2019,April,139.0,PAGE COUNTY,318.0,629.0,43968.02,0.0,0.0,38.6237508,-78.4904708,Matching and updated,POINT (-78.4904708 38.6237508)
2447,2020,July,67.0,Franklin County,801.0,2175.0,44091.4,0.0,0.0,36.9923498,-79.8839586,Matching and updated,POINT (-79.8839586 36.9923498)
2448,2020,May,91.0,Highland County,236.0,487.0,8981.29,0.0,0.0,38.3566717,-79.5679583,Matching and updated,POINT (-79.5679583 38.3566717)
2449,2021,February,23.0,Botetourt County,148.0,364.0,11001.63,15.0,2327.0,37.553193,-79.8053176,Matching and updated,POINT (-79.8053176 37.553193)
2450,2019,June,660.0,Harrisonburg City,2172.0,7499.0,124007.26,145.0,11748.0,38.4316694,-78.8760274,Matching and updated,POINT (-78.8760274 38.4316694)
2451,2019,May,113.0,Madison County,292.0,525.0,28137.7,0.0,0.0,38.4120586,-78.2769613,Matching and updated,POINT (-78.2769613 38.4120586)
2452,2019,March,105.0,Lee County,408.0,1153.0,23073.42,0.0,0.0,36.7017206,-83.1301117,Matching and updated,POINT (-83.1301117 36.7017206)
2453,2021,May,775.0,Salem City,574.0,1574.0,70219.61,0.0,0.0,37.2853329,-80.0552407,Matching and updated,POINT (-80.0552407 37.2853329)
2454,2019,April,670.0,Hopewell City,0.0,897.0,0.0,0.0,0.0,37.2910098,-77.2989443,Matching and updated,POINT (-77.2989443 37.2910098)
2455,2020,January,95.0,James City County,248.0,760.0,98137.0,245.0,1598.0,37.3244273,-76.7783194,Matching and updated,POINT (-76.7783194 37.3244273)
2456,2020,April,520.0,Bristol City,286.0,825.0,4702.0,188.0,1253.0,36.6169541,-82.1575641,Matching and updated,POINT (-82.1575641 36.6169541)
2457,2020,November,21.0,Bland County,351.0,933.0,14911.4,0.0,0.0,37.1306124,-81.1258532,Matching and updated,POINT (-81.1258532 37.1306124)
2458,2019,January,590.0,Danville City,3233.0,7867.0,130266.65,392.0,1771.0,36.5833337,-79.4080707,Matching and updated,POINT (-79.4080707 36.5833337)
2459,2021,January,760.0,Richmond City,8828.0,19059.0,30526.0,0.0,0.0,37.531399,-77.4760085,Matching and updated,POINT (-77.4760085 37.531399)
2460,2019,August,11.0,Appomattox County,658.0,2125.0,23352.2,0.0,0.0,37.3707253,-78.8109404,Matching and updated,POINT (-78.8109404 37.3707253)
2461,2020,February,199.0,York County,300.0,880.0,52136.0,215.0,2191.0,37.2209139,-76.395533,Matching and updated,POINT (-76.395533 37.2209139)
2462,2021,February,81.0,Greensville County,85.0,261.0,173854.0,0.0,0.0,36.6802247,-77.5602607,Matching and updated,POINT (-77.5602607 36.6802247)
2463,2019,October,595.0,Emporia City,124.0,187.0,35228.0,0.0,0.0,36.696182,-77.5359753,Matching and updated,POINT (-77.5359753 36.696182)
2464,2020,January,157.0,Rappahannock County,2.0,4.0,74688.0,0.0,0.0,38.6845215,-78.1688241,Matching and updated,POINT (-78.1688241 38.6845215)
2465,2019,January,157.0,Rappahannock County,216.0,602.0,18464.37,0.0,0.0,38.6845215,-78.1688241,Matching and updated,POINT (-78.1688241 38.6845215)
2466,2019,November,735.0,Poquoson City,112.0,395.0,10178.0,0.0,0.0,37.1283599,-76.3035337,Matching and updated,POINT (-76.3035337 37.1283599)
2467,2020,December,570.0,Colonial Heights City,0.0,1382.0,0.0,0.0,0.0,37.2616846,-77.3968043,Matching and updated,POINT (-77.3968043 37.2616846)
2468,2021,January,680.0,Lynchburg City,12095.0,17555.0,199812.88,0.0,16846.0,37.3990161,-79.1954582,Matching and updated,POINT (-79.1954582 37.3990161)
2469,2020,August,590.0,Danville City,2053.0,5647.0,124738.85,0.0,0.0,36.5833337,-79.4080707,Matching and updated,POINT (-79.4080707 36.5833337)
2470,2020,December,840.0,Winchester City,1867.0,5962.0,122881.8,117.0,3348.0,39.1738688,-78.1763562,Matching and updated,POINT (-78.1763562 39.1738688)
2471,2019,September,81.0,Greensville County,68.0,259.0,136270.0,0.0,0.0,36.6802247,-77.5602607,Matching and updated,POINT (-77.5602607 36.6802247)
2472,2019,March,13.0,Arlington County,908.0,2971.0,41437.7399937764,0.0,646.0,38.8783374,-77.1007034,Matching and updated,POINT (-77.1007034 38.8783374)
2473,2019,May,45.0,Craig County,56.0,117.0,5789.0,51.0,0.0,37.4731287,-80.231734,Matching and updated,POINT (-80.231734 37.4731287)
2474,2021,June,775.0,Salem City,455.0,1220.0,25384.88,0.0,0.0,37.2853329,-80.0552407,Matching and updated,POINT (-80.0552407 37.2853329)
2475,2019,June,159.0,Richmond County,1.0,1.0,363060.0,0.0,0.0,37.9428935,-76.7305609,Matching and updated,POINT (-76.7305609 37.9428935)
2476,2021,May,155.0,Pulaski County,818.0,4730.0,24511.16,200.0,4926.0,37.0633853,-80.7134439,Matching and updated,POINT (-80.7134439 37.0633853)
2477,2021,January,19.0,BEDFORD COUNTY,450.0,899.0,26776.22,0.0,0.0,37.3124079,-79.5279466,Matching and updated,POINT (-79.5279466 37.3124079)
2478,2019,January,36.0,Charles City County,6.0,13.0,7656.0,0.0,0.0,37.3610537,-77.05417,Matching and updated,POINT (-77.05417 37.3610537)
2479,2019,April,161.0,Roanoke County,172.0,474.0,7184.58,264.0,3262.0,37.3310768,-80.1901101,Matching and updated,POINT (-80.1901101 37.3310768)
2480,2019,June,89.0,Henry County,3056.0,6025.0,70909.4,30.0,0.0,36.6206074,-79.9806728,Matching and updated,POINT (-79.9806728 36.6206074)
2481,2021,June,750.0,Radford City,530.0,1931.0,21256.0,201.0,0.0,37.120036,-80.5570481,Matching and updated,POINT (-80.5570481 37.120036)
2482,2020,April,111.0,Lunenburg County,835.0,3013.0,116616.0,0.0,0.0,36.9457567,-78.242313,Matching and updated,POINT (-78.242313 36.9457567)
2483,2021,February,5.0,Alleghany County,390.0,1220.0,25338.02,0.0,0.0,37.7879048,-80.008669,Matching and updated,POINT (-80.008669 37.7879048)
2484,2021,July,141.0,Patrick County,797.0,1744.0,22806.34,0.0,0.0,36.6673274,-80.2861409,Matching and updated,POINT (-80.2861409 36.6673274)
2485,2019,April,169.0,Scott County,562.0,1161.0,27954.5,13.0,561.0,36.7127783,-82.6136268,Matching and updated,POINT (-82.6136268 36.7127783)
2486,2021,June,51.0,Dickenson County,397.0,686.0,14910.37,0.0,44.0,37.137081,-82.3492083,Matching and updated,POINT (-82.3492083 37.137081)
2487,2019,July,183.0,Sussex County,146.0,396.0,12079.0,0.0,0.0,36.9266454,-77.2597319,Matching and updated,POINT (-77.2597319 36.9266454)
2488,2020,May,53.0,Dinwiddie County,320.0,786.0,4049.0,0.0,0.0,37.0734984,-77.6354922,Matching and updated,POINT (-77.6354922 37.0734984)
2489,2020,January,177.0,Spotsylvania County,2487.0,8024.0,110445.98,6024.0,3643.0,38.1823112,-77.6562804,Matching and updated,POINT (-77.6562804 38.1823112)
2490,2019,March,37.0,Charlotte County,194.0,668.0,0.0,0.0,0.0,37.0140909,-78.661424,Matching and updated,POINT (-78.661424 37.0140909)
2491,2019,February,175.0,Southampton County,546.0,1125.0,20800.0,95.0,922.0,36.7201725,-77.1038556,Matching and updated,POINT (-77.1038556 36.7201725)
2492,2021,February,690.0,Martinsville City,188.0,1769.0,15878.65,0.0,510.0,36.6835269,-79.8636475,Matching and updated,POINT (-79.8636475 36.6835269)
2493,2020,June,91.0,Highland County,231.0,476.0,11420.67,0.0,0.0,38.3566717,-79.5679583,Matching and updated,POINT (-79.5679583 38.3566717)
2494,2020,February,31.0,Campbell County,1072.0,2136.0,105701.82,649.0,7334.0,37.210151,-79.0954285,Matching and updated,POINT (-79.0954285 37.210151)
2495,2020,April,595.0,Emporia City,0.0,1153.0,0.0,0.0,0.0,36.696182,-77.5359753,Matching and updated,POINT (-77.5359753 36.696182)
2496,2020,January,57.0,Essex County,255.0,561.0,29994.0,0.0,0.0,37.9394802,-76.9418713,Matching and updated,POINT (-76.9418713 37.9394802)
2497,2019,May,760.0,Richmond City,0.0,38292.0,0.0,0.0,0.0,37.531399,-77.4760085,Matching and updated,POINT (-77.4760085 37.531399)
2498,2020,February,37.0,Charlotte County,844.0,1646.0,0.0,0.0,0.0,37.0140909,-78.661424,Matching and updated,POINT (-78.661424 37.0140909)
2499,2019,January,57.0,Essex County,225.0,515.0,19470.0,0.0,0.0,37.9394802,-76.9418713,Matching and updated,POINT (-76.9418713 37.9394802)
2500,2020,October,145.0,Powhatan County,128.0,800.0,174672.0,0.0,0.0,37.5494041,-77.9128553,Matching and updated,POINT (-77.9128553 37.5494041)
